Time 	 E 	 L 	 Deviation in E 	 Deviation in L
3.40549e+00 	 -5.00000e-01 	 1.00000e+00	1.776357e-15 	 1.7763568394002505e-15
3.41805e+00 	 -5.00000e-01 	 1.00000e+00	1.831868e-15 	 1.9984014443252818e-15
3.43062e+00 	 -5.00000e-01 	 1.00000e+00	1.831868e-15 	 1.7763568394002505e-15
3.44319e+00 	 -5.00000e-01 	 1.00000e+00	1.776357e-15 	 1.7763568394002505e-15
3.45575e+00 	 -5.00000e-01 	 1.00000e+00	1.831868e-15 	 1.7763568394002505e-15
3.46832e+00 	 -5.00000e-01 	 1.00000e+00	1.776357e-15 	 1.7763568394002505e-15
3.48088e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
3.49345e+00 	 -5.00000e-01 	 1.00000e+00	1.942890e-15 	 1.9984014443252818e-15
3.50602e+00 	 -5.00000e-01 	 1.00000e+00	2.109424e-15 	 2.2204460492503131e-15
3.51858e+00 	 -5.00000e-01 	 1.00000e+00	2.109424e-15 	 2.2204460492503131e-15
3.53115e+00 	 -5.00000e-01 	 1.00000e+00	2.275957e-15 	 2.2204460492503131e-15
3.54372e+00 	 -5.00000e-01 	 1.00000e+00	2.164935e-15 	 2.2204460492503131e-15
3.55628e+00 	 -5.00000e-01 	 1.00000e+00	2.164935e-15 	 2.2204460492503131e-15
3.56885e+00 	 -5.00000e-01 	 1.00000e+00	2.331468e-15 	 2.4424906541753444e-15
3.58142e+00 	 -5.00000e-01 	 1.00000e+00	2.442491e-15 	 2.4424906541753444e-15
3.59398e+00 	 -5.00000e-01 	 1.00000e+00	2.609024e-15 	 2.4424906541753444e-15
3.60655e+00 	 -5.00000e-01 	 1.00000e+00	2.442491e-15 	 2.4424906541753444e-15
3.61911e+00 	 -5.00000e-01 	 1.00000e+00	2.331468e-15 	 2.4424906541753444e-15
3.63168e+00 	 -5.00000e-01 	 1.00000e+00	2.331468e-15 	 2.4424906541753444e-15
3.64425e+00 	 -5.00000e-01 	 1.00000e+00	2.331468e-15 	 2.4424906541753444e-15
3.65681e+00 	 -5.00000e-01 	 1.00000e+00	2.386980e-15 	 2.4424906541753444e-15
3.66938e+00 	 -5.00000e-01 	 1.00000e+00	2.386980e-15 	 2.2204460492503131e-15
3.68195e+00 	 -5.00000e-01 	 1.00000e+00	2.331468e-15 	 2.4424906541753444e-15
3.69451e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.70708e+00 	 -5.00000e-01 	 1.00000e+00	2.275957e-15 	 2.2204460492503131e-15
3.71965e+00 	 -5.00000e-01 	 1.00000e+00	2.164935e-15 	 2.2204460492503131e-15
3.73221e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 2.2204460492503131e-15
3.74478e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.75734e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.76991e+00 	 -5.00000e-01 	 1.00000e+00	2.331468e-15 	 2.2204460492503131e-15
3.78248e+00 	 -5.00000e-01 	 1.00000e+00	2.164935e-15 	 2.2204460492503131e-15
3.79504e+00 	 -5.00000e-01 	 1.00000e+00	2.109424e-15 	 1.9984014443252818e-15
3.80761e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
3.82018e+00 	 -5.00000e-01 	 1.00000e+00	1.776357e-15 	 1.7763568394002505e-15
3.83274e+00 	 -5.00000e-01 	 1.00000e+00	1.942890e-15 	 1.9984014443252818e-15
3.84531e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 2.2204460492503131e-15
3.85788e+00 	 -5.00000e-01 	 1.00000e+00	2.053913e-15 	 2.2204460492503131e-15
3.87044e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.88301e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.89557e+00 	 -5.00000e-01 	 1.00000e+00	2.275957e-15 	 2.2204460492503131e-15
3.90814e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.92071e+00 	 -5.00000e-01 	 1.00000e+00	2.220446e-15 	 2.2204460492503131e-15
3.93327e+00 	 -5.00000e-01 	 1.00000e+00	2.109424e-15 	 2.2204460492503131e-15
3.94584e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 2.2204460492503131e-15
3.95841e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 1.7763568394002505e-15
3.97097e+00 	 -5.00000e-01 	 1.00000e+00	2.053913e-15 	 1.9984014443252818e-15
3.98354e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 1.9984014443252818e-15
3.99611e+00 	 -5.00000e-01 	 1.00000e+00	1.942890e-15 	 1.9984014443252818e-15
4.00867e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
4.02124e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
4.03380e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.04637e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.3322676295501878e-15
4.05894e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.3322676295501878e-15
4.07150e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.08407e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
4.09664e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.10920e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.12177e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.5543122344752192e-15
4.13434e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.14690e+00 	 -5.00000e-01 	 1.00000e+00	1.831868e-15 	 1.7763568394002505e-15
4.15947e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 1.9984014443252818e-15
4.17204e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
4.18460e+00 	 -5.00000e-01 	 1.00000e+00	1.998401e-15 	 1.7763568394002505e-15
4.19717e+00 	 -5.00000e-01 	 1.00000e+00	1.776357e-15 	 1.7763568394002505e-15
4.20973e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.9984014443252818e-15
4.22230e+00 	 -5.00000e-01 	 1.00000e+00	1.831868e-15 	 1.9984014443252818e-15
4.23487e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
4.24743e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.26000e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.27257e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.28513e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.29770e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.5543122344752192e-15
4.31027e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.32283e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.7763568394002505e-15
4.33540e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.34796e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.36053e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.37310e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.5543122344752192e-15
4.38566e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.39823e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.41080e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.42336e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.43593e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
4.44850e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.46106e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.47363e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
4.48619e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.3322676295501878e-15
4.49876e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.51133e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.5543122344752192e-15
4.52389e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.53646e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
4.54903e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.56159e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.57416e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.58673e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
4.59929e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
4.61186e+00 	 -5.00000e-01 	 1.00000e+00	1.165734e-15 	 1.1102230246251565e-15
4.62442e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 1.1102230246251565e-15
4.63699e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.3322676295501878e-15
4.64956e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.3322676295501878e-15
4.66212e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.67469e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
4.68726e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
4.69982e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
4.71239e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.72496e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
4.73752e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.75009e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
4.76265e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.77522e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
4.78779e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
4.80035e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.5543122344752192e-15
4.81292e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.82549e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.83805e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.85062e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.5543122344752192e-15
4.86319e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
4.87575e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
4.88832e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.90088e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.7763568394002505e-15
4.91345e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
4.92602e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
4.93858e+00 	 -5.00000e-01 	 1.00000e+00	1.665335e-15 	 1.7763568394002505e-15
4.95115e+00 	 -5.00000e-01 	 1.00000e+00	1.831868e-15 	 1.7763568394002505e-15
4.96372e+00 	 -5.00000e-01 	 1.00000e+00	1.720846e-15 	 1.7763568394002505e-15
4.97628e+00 	 -5.00000e-01 	 1.00000e+00	1.720846e-15 	 1.5543122344752192e-15
4.98885e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.5543122344752192e-15
5.00142e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.3322676295501878e-15
5.01398e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
5.02655e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
5.03911e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
5.05168e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.5543122344752192e-15
5.06425e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
5.07681e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.08938e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.10195e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
5.11451e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.12708e+00 	 -5.00000e-01 	 1.00000e+00	1.720846e-15 	 1.7763568394002505e-15
5.13965e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.15221e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.5543122344752192e-15
5.16478e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.17734e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
5.18991e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.3322676295501878e-15
5.20248e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
5.21504e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
5.22761e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.24018e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
5.25274e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.3322676295501878e-15
5.26531e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
5.27788e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.29044e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.30301e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.31557e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.3322676295501878e-15
5.32814e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.5543122344752192e-15
5.34071e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.35327e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
5.36584e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.3322676295501878e-15
5.37841e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.3322676295501878e-15
5.39097e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
5.40354e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.1102230246251565e-15
5.41611e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 1.1102230246251565e-15
5.42867e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.1102230246251565e-15
5.44124e+00 	 -5.00000e-01 	 1.00000e+00	9.436896e-16 	 1.1102230246251565e-15
5.45380e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 8.8817841970012523e-16
5.46637e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 8.8817841970012523e-16
5.47894e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 8.8817841970012523e-16
5.49150e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 1.1102230246251565e-15
5.50407e+00 	 -5.00000e-01 	 1.00000e+00	9.436896e-16 	 1.1102230246251565e-15
5.51664e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.52920e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.54177e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
5.55434e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.56690e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.57947e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.59203e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.3322676295501878e-15
5.60460e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
5.61717e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
5.62973e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.64230e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.1102230246251565e-15
5.65487e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.66743e+00 	 -5.00000e-01 	 1.00000e+00	1.165734e-15 	 1.1102230246251565e-15
5.68000e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.1102230246251565e-15
5.69257e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.70513e+00 	 -5.00000e-01 	 1.00000e+00	1.387779e-15 	 1.3322676295501878e-15
5.71770e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.3322676295501878e-15
5.73027e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.3322676295501878e-15
5.74283e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.75540e+00 	 -5.00000e-01 	 1.00000e+00	1.498801e-15 	 1.5543122344752192e-15
5.76796e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.78053e+00 	 -5.00000e-01 	 1.00000e+00	1.609823e-15 	 1.7763568394002505e-15
5.79310e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
5.80566e+00 	 -5.00000e-01 	 1.00000e+00	1.887379e-15 	 1.7763568394002505e-15
5.81823e+00 	 -5.00000e-01 	 1.00000e+00	1.554312e-15 	 1.5543122344752192e-15
5.83080e+00 	 -5.00000e-01 	 1.00000e+00	1.443290e-15 	 1.5543122344752192e-15
5.84336e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.85593e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.86850e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.88106e+00 	 -5.00000e-01 	 1.00000e+00	1.276756e-15 	 1.3322676295501878e-15
5.89363e+00 	 -5.00000e-01 	 1.00000e+00	1.221245e-15 	 1.3322676295501878e-15
5.90619e+00 	 -5.00000e-01 	 1.00000e+00	1.332268e-15 	 1.3322676295501878e-15
5.91876e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.3322676295501878e-15
5.93133e+00 	 -5.00000e-01 	 1.00000e+00	1.165734e-15 	 1.1102230246251565e-15
5.94389e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.95646e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
5.96903e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.3322676295501878e-15
5.98159e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.1102230246251565e-15
5.99416e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 1.1102230246251565e-15
6.00673e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 1.1102230246251565e-15
6.01929e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
6.03186e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 1.1102230246251565e-15
6.04442e+00 	 -5.00000e-01 	 1.00000e+00	1.110223e-15 	 1.1102230246251565e-15
6.05699e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 8.8817841970012523e-16
6.06956e+00 	 -5.00000e-01 	 1.00000e+00	1.054712e-15 	 8.8817841970012523e-16
6.08212e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 8.8817841970012523e-16
6.09469e+00 	 -5.00000e-01 	 1.00000e+00	7.216450e-16 	 8.8817841970012523e-16
6.10726e+00 	 -5.00000e-01 	 1.00000e+00	6.661338e-16 	 8.8817841970012523e-16
6.11982e+00 	 -5.00000e-01 	 1.00000e+00	7.771561e-16 	 6.6613381477509392e-16
6.13239e+00 	 -5.00000e-01 	 1.00000e+00	6.661338e-16 	 6.6613381477509392e-16
6.14496e+00 	 -5.00000e-01 	 1.00000e+00	6.106227e-16 	 6.6613381477509392e-16
6.15752e+00 	 -5.00000e-01 	 1.00000e+00	6.106227e-16 	 6.6613381477509392e-16
6.17009e+00 	 -5.00000e-01 	 1.00000e+00	7.216450e-16 	 8.8817841970012523e-16
6.18265e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 8.8817841970012523e-16
6.19522e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 8.8817841970012523e-16
6.20779e+00 	 -5.00000e-01 	 1.00000e+00	9.992007e-16 	 1.1102230246251565e-15
6.22035e+00 	 -5.00000e-01 	 1.00000e+00	9.436896e-16 	 1.1102230246251565e-15
6.23292e+00 	 -5.00000e-01 	 1.00000e+00	9.436896e-16 	 8.8817841970012523e-16
6.24549e+00 	 -5.00000e-01 	 1.00000e+00	8.881784e-16 	 8.8817841970012523e-16
6.25805e+00 	 -5.00000e-01 	 1.00000e+00	7.771561e-16 	 1.1102230246251565e-15
6.27062e+00 	 -5.00000e-01 	 1.00000e+00	1.165734e-15 	 1.1102230246251565e-15
6.28319e+00 	 -5.00000e-01 	 1.00000e+00	1.165734e-15 	 1.1102230246251565e-15
