time 	 energy deviation
9.0917691395e-01 	 2.5510473819e-01
9.0980523248e-01 	 2.5510504426e-01
9.1043355101e-01 	 2.5510535117e-01
9.1106186954e-01 	 2.5510565893e-01
9.1169018807e-01 	 2.5510596753e-01
9.1231850660e-01 	 2.5510627697e-01
9.1294682513e-01 	 2.5510658727e-01
9.1357514366e-01 	 2.5510689841e-01
9.1420346219e-01 	 2.5510721042e-01
9.1483178073e-01 	 2.5510752328e-01
9.1546009926e-01 	 2.5510783700e-01
9.1608841779e-01 	 2.5510815158e-01
9.1671673632e-01 	 2.5510846702e-01
9.1734505485e-01 	 2.5510878334e-01
9.1797337338e-01 	 2.5510910052e-01
9.1860169191e-01 	 2.5510941857e-01
9.1923001044e-01 	 2.5510973750e-01
9.1985832897e-01 	 2.5511005731e-01
9.2048664750e-01 	 2.5511037800e-01
9.2111496603e-01 	 2.5511069957e-01
9.2174328456e-01 	 2.5511102202e-01
9.2237160309e-01 	 2.5511134536e-01
9.2299992162e-01 	 2.5511166959e-01
9.2362824016e-01 	 2.5511199472e-01
9.2425655869e-01 	 2.5511232074e-01
9.2488487722e-01 	 2.5511264766e-01
9.2551319575e-01 	 2.5511297547e-01
9.2614151428e-01 	 2.5511330420e-01
9.2676983281e-01 	 2.5511363382e-01
9.2739815134e-01 	 2.5511396436e-01
9.2802646987e-01 	 2.5511429581e-01
9.2865478840e-01 	 2.5511462817e-01
9.2928310693e-01 	 2.5511496144e-01
9.2991142546e-01 	 2.5511529564e-01
9.3053974399e-01 	 2.5511563076e-01
9.3116806252e-01 	 2.5511596680e-01
9.3179638105e-01 	 2.5511630377e-01
9.3242469959e-01 	 2.5511664167e-01
9.3305301812e-01 	 2.5511698051e-01
9.3368133665e-01 	 2.5511732027e-01
9.3430965518e-01 	 2.5511766098e-01
9.3493797371e-01 	 2.5511800263e-01
9.3556629224e-01 	 2.5511834522e-01
9.3619461077e-01 	 2.5511868876e-01
9.3682292930e-01 	 2.5511903324e-01
9.3745124783e-01 	 2.5511937868e-01
9.3807956636e-01 	 2.5511972508e-01
9.3870788489e-01 	 2.5512007243e-01
9.3933620342e-01 	 2.5512042074e-01
9.3996452195e-01 	 2.5512077002e-01
9.4059284048e-01 	 2.5512112026e-01
9.4122115902e-01 	 2.5512147147e-01
9.4184947755e-01 	 2.5512182365e-01
9.4247779608e-01 	 2.5512217681e-01
9.4310611461e-01 	 2.5512253094e-01
9.4373443314e-01 	 2.5512288606e-01
9.4436275167e-01 	 2.5512324216e-01
9.4499107020e-01 	 2.5512359924e-01
9.4561938873e-01 	 2.5512395732e-01
9.4624770726e-01 	 2.5512431638e-01
9.4687602579e-01 	 2.5512467645e-01
9.4750434432e-01 	 2.5512503751e-01
9.4813266285e-01 	 2.5512539957e-01
9.4876098138e-01 	 2.5512576263e-01
9.4938929991e-01 	 2.5512612670e-01
9.5001761845e-01 	 2.5512649178e-01
9.5064593698e-01 	 2.5512685788e-01
9.5127425551e-01 	 2.5512722499e-01
9.5190257404e-01 	 2.5512759312e-01
9.5253089257e-01 	 2.5512796227e-01
9.5315921110e-01 	 2.5512833245e-01
9.5378752963e-01 	 2.5512870365e-01
9.5441584816e-01 	 2.5512907589e-01
9.5504416669e-01 	 2.5512944916e-01
9.5567248522e-01 	 2.5512982347e-01
9.5630080375e-01 	 2.5513019881e-01
9.5692912228e-01 	 2.5513057520e-01
9.5755744081e-01 	 2.5513095264e-01
9.5818575934e-01 	 2.5513133113e-01
9.5881407788e-01 	 2.5513171067e-01
9.5944239641e-01 	 2.5513209127e-01
9.6007071494e-01 	 2.5513247292e-01
9.6069903347e-01 	 2.5513285564e-01
9.6132735200e-01 	 2.5513323942e-01
9.6195567053e-01 	 2.5513362427e-01
9.6258398906e-01 	 2.5513401020e-01
9.6321230759e-01 	 2.5513439720e-01
9.6384062612e-01 	 2.5513478527e-01
9.6446894465e-01 	 2.5513517443e-01
9.6509726318e-01 	 2.5513556468e-01
9.6572558171e-01 	 2.5513595601e-01
9.6635390024e-01 	 2.5513634843e-01
9.6698221877e-01 	 2.5513674195e-01
9.6761053731e-01 	 2.5513713656e-01
9.6823885584e-01 	 2.5513753228e-01
9.6886717437e-01 	 2.5513792910e-01
9.6949549290e-01 	 2.5513832702e-01
9.7012381143e-01 	 2.5513872606e-01
9.7075212996e-01 	 2.5513912622e-01
9.7138044849e-01 	 2.5513952749e-01
9.7200876702e-01 	 2.5513992988e-01
9.7263708555e-01 	 2.5514033340e-01
9.7326540408e-01 	 2.5514073804e-01
9.7389372261e-01 	 2.5514114382e-01
9.7452204114e-01 	 2.5514155073e-01
9.7515035967e-01 	 2.5514195878e-01
9.7577867820e-01 	 2.5514236797e-01
9.7640699674e-01 	 2.5514277830e-01
9.7703531527e-01 	 2.5514318978e-01
9.7766363380e-01 	 2.5514360242e-01
9.7829195233e-01 	 2.5514401621e-01
9.7892027086e-01 	 2.5514443116e-01
9.7954858939e-01 	 2.5514484727e-01
9.8017690792e-01 	 2.5514526455e-01
9.8080522645e-01 	 2.5514568299e-01
9.8143354498e-01 	 2.5514610261e-01
9.8206186351e-01 	 2.5514652341e-01
9.8269018204e-01 	 2.5514694539e-01
9.8331850057e-01 	 2.5514736855e-01
9.8394681910e-01 	 2.5514779289e-01
9.8457513764e-01 	 2.5514821843e-01
9.8520345617e-01 	 2.5514864516e-01
9.8583177470e-01 	 2.5514907309e-01
9.8646009323e-01 	 2.5514950222e-01
9.8708841176e-01 	 2.5514993256e-01
9.8771673029e-01 	 2.5515036411e-01
9.8834504882e-01 	 2.5515079687e-01
9.8897336735e-01 	 2.5515123084e-01
9.8960168588e-01 	 2.5515166604e-01
9.9023000441e-01 	 2.5515210246e-01
9.9085832294e-01 	 2.5515254010e-01
9.9148664147e-01 	 2.5515297898e-01
9.9211496000e-01 	 2.5515341909e-01
9.9274327853e-01 	 2.5515386044e-01
9.9337159707e-01 	 2.5515430303e-01
9.9399991560e-01 	 2.5515474687e-01
9.9462823413e-01 	 2.5515519196e-01
9.9525655266e-01 	 2.5515563831e-01
9.9588487119e-01 	 2.5515608591e-01
9.9651318972e-01 	 2.5515653477e-01
9.9714150825e-01 	 2.5515698490e-01
9.9776982678e-01 	 2.5515743630e-01
9.9839814531e-01 	 2.5515788897e-01
9.9902646384e-01 	 2.5515834291e-01
9.9965478237e-01 	 2.5515879814e-01
1.0002831009e+00 	 2.5515925466e-01
1.0009114194e+00 	 2.5515971246e-01
1.0015397380e+00 	 2.5516017155e-01
1.0021680565e+00 	 2.5516063194e-01
1.0027963750e+00 	 2.5516109364e-01
1.0034246936e+00 	 2.5516155663e-01
1.0040530121e+00 	 2.5516202094e-01
1.0046813306e+00 	 2.5516248656e-01
1.0053096491e+00 	 2.5516295349e-01
1.0059379677e+00 	 2.5516342175e-01
1.0065662862e+00 	 2.5516389133e-01
1.0071946047e+00 	 2.5516436224e-01
1.0078229233e+00 	 2.5516483448e-01
1.0084512418e+00 	 2.5516530806e-01
1.0090795603e+00 	 2.5516578298e-01
1.0097078789e+00 	 2.5516625924e-01
1.0103361974e+00 	 2.5516673686e-01
1.0109645159e+00 	 2.5516721583e-01
1.0115928345e+00 	 2.5516769615e-01
1.0122211530e+00 	 2.5516817784e-01
1.0128494715e+00 	 2.5516866090e-01
1.0134777900e+00 	 2.5516914532e-01
1.0141061086e+00 	 2.5516963112e-01
1.0147344271e+00 	 2.5517011830e-01
1.0153627456e+00 	 2.5517060686e-01
1.0159910642e+00 	 2.5517109681e-01
1.0166193827e+00 	 2.5517158815e-01
1.0172477012e+00 	 2.5517208089e-01
1.0178760198e+00 	 2.5517257502e-01
1.0185043383e+00 	 2.5517307056e-01
1.0191326568e+00 	 2.5517356751e-01
1.0197609754e+00 	 2.5517406588e-01
1.0203892939e+00 	 2.5517456566e-01
1.0210176124e+00 	 2.5517506686e-01
1.0216459309e+00 	 2.5517556949e-01
1.0222742495e+00 	 2.5517607355e-01
1.0229025680e+00 	 2.5517657905e-01
1.0235308865e+00 	 2.5517708598e-01
1.0241592051e+00 	 2.5517759436e-01
1.0247875236e+00 	 2.5517810419e-01
1.0254158421e+00 	 2.5517861547e-01
1.0260441607e+00 	 2.5517912821e-01
1.0266724792e+00 	 2.5517964241e-01
1.0273007977e+00 	 2.5518015808e-01
1.0279291163e+00 	 2.5518067522e-01
1.0285574348e+00 	 2.5518119384e-01
1.0291857533e+00 	 2.5518171393e-01
1.0298140718e+00 	 2.5518223552e-01
1.0304423904e+00 	 2.5518275859e-01
1.0310707089e+00 	 2.5518328315e-01
1.0316990274e+00 	 2.5518380922e-01
1.0323273460e+00 	 2.5518433679e-01
1.0329556645e+00 	 2.5518486586e-01
1.0335839830e+00 	 2.5518539645e-01
1.0342123016e+00 	 2.5518592856e-01
1.0348406201e+00 	 2.5518646219e-01
1.0354689386e+00 	 2.5518699735e-01
1.0360972572e+00 	 2.5518753404e-01
1.0367255757e+00 	 2.5518807227e-01
1.0373538942e+00 	 2.5518861204e-01
1.0379822127e+00 	 2.5518915335e-01
1.0386105313e+00 	 2.5518969622e-01
1.0392388498e+00 	 2.5519024064e-01
1.0398671683e+00 	 2.5519078663e-01
1.0404954869e+00 	 2.5519133418e-01
1.0411238054e+00 	 2.5519188330e-01
1.0417521239e+00 	 2.5519243399e-01
1.0423804425e+00 	 2.5519298627e-01
1.0430087610e+00 	 2.5519354014e-01
1.0436370795e+00 	 2.5519409559e-01
1.0442653981e+00 	 2.5519465264e-01
1.0448937166e+00 	 2.5519521129e-01
1.0455220351e+00 	 2.5519577155e-01
1.0461503536e+00 	 2.5519633341e-01
1.0467786722e+00 	 2.5519689690e-01
1.0474069907e+00 	 2.5519746200e-01
1.0480353092e+00 	 2.5519802873e-01
1.0486636278e+00 	 2.5519859709e-01
1.0492919463e+00 	 2.5519916709e-01
1.0499202648e+00 	 2.5519973873e-01
1.0505485834e+00 	 2.5520031201e-01
1.0511769019e+00 	 2.5520088695e-01
1.0518052204e+00 	 2.5520146354e-01
1.0524335390e+00 	 2.5520204180e-01
1.0530618575e+00 	 2.5520262172e-01
1.0536901760e+00 	 2.5520320332e-01
1.0543184945e+00 	 2.5520378660e-01
1.0549468131e+00 	 2.5520437155e-01
1.0555751316e+00 	 2.5520495820e-01
1.0562034501e+00 	 2.5520554654e-01
1.0568317687e+00 	 2.5520613658e-01
1.0574600872e+00 	 2.5520672832e-01
1.0580884057e+00 	 2.5520732178e-01
1.0587167243e+00 	 2.5520791695e-01
1.0593450428e+00 	 2.5520851384e-01
1.0599733613e+00 	 2.5520911245e-01
1.0606016799e+00 	 2.5520971280e-01
1.0612299984e+00 	 2.5521031489e-01
1.0618583169e+00 	 2.5521091871e-01
1.0624866354e+00 	 2.5521152429e-01
1.0631149540e+00 	 2.5521213162e-01
1.0637432725e+00 	 2.5521274071e-01
1.0643715910e+00 	 2.5521335157e-01
1.0649999096e+00 	 2.5521396419e-01
1.0656282281e+00 	 2.5521457859e-01
1.0662565466e+00 	 2.5521519478e-01
1.0668848652e+00 	 2.5521581275e-01
1.0675131837e+00 	 2.5521643251e-01
1.0681415022e+00 	 2.5521705407e-01
1.0687698208e+00 	 2.5521767744e-01
1.0693981393e+00 	 2.5521830262e-01
1.0700264578e+00 	 2.5521892961e-01
1.0706547763e+00 	 2.5521955842e-01
1.0712830949e+00 	 2.5522018907e-01
1.0719114134e+00 	 2.5522082154e-01
1.0725397319e+00 	 2.5522145586e-01
1.0731680505e+00 	 2.5522209202e-01
1.0737963690e+00 	 2.5522273003e-01
1.0744246875e+00 	 2.5522336990e-01
1.0750530061e+00 	 2.5522401163e-01
1.0756813246e+00 	 2.5522465523e-01
1.0763096431e+00 	 2.5522530070e-01
1.0769379617e+00 	 2.5522594806e-01
1.0775662802e+00 	 2.5522659730e-01
1.0781945987e+00 	 2.5522724844e-01
1.0788229172e+00 	 2.5522790147e-01
1.0794512358e+00 	 2.5522855641e-01
1.0800795543e+00 	 2.5522921326e-01
1.0807078728e+00 	 2.5522987202e-01
1.0813361914e+00 	 2.5523053271e-01
1.0819645099e+00 	 2.5523119533e-01
1.0825928284e+00 	 2.5523185988e-01
1.0832211470e+00 	 2.5523252638e-01
1.0838494655e+00 	 2.5523319482e-01
1.0844777840e+00 	 2.5523386522e-01
1.0851061025e+00 	 2.5523453758e-01
1.0857344211e+00 	 2.5523521190e-01
1.0863627396e+00 	 2.5523588820e-01
1.0869910581e+00 	 2.5523656647e-01
1.0876193767e+00 	 2.5523724674e-01
1.0882476952e+00 	 2.5523792899e-01
1.0888760137e+00 	 2.5523861324e-01
1.0895043323e+00 	 2.5523929950e-01
1.0901326508e+00 	 2.5523998777e-01
1.0907609693e+00 	 2.5524067805e-01
1.0913892879e+00 	 2.5524137036e-01
1.0920176064e+00 	 2.5524206470e-01
1.0926459249e+00 	 2.5524276108e-01
1.0932742434e+00 	 2.5524345950e-01
1.0939025620e+00 	 2.5524415997e-01
1.0945308805e+00 	 2.5524486250e-01
1.0951591990e+00 	 2.5524556709e-01
1.0957875176e+00 	 2.5524627375e-01
1.0964158361e+00 	 2.5524698249e-01
1.0970441546e+00 	 2.5524769331e-01
1.0976724732e+00 	 2.5524840622e-01
1.0983007917e+00 	 2.5524912123e-01
1.0989291102e+00 	 2.5524983834e-01
1.0995574288e+00 	 2.5525055756e-01
1.1001857473e+00 	 2.5525127890e-01
1.1008140658e+00 	 2.5525200236e-01
1.1014423843e+00 	 2.5525272796e-01
1.1020707029e+00 	 2.5525345569e-01
1.1026990214e+00 	 2.5525418557e-01
1.1033273399e+00 	 2.5525491759e-01
1.1039556585e+00 	 2.5525565178e-01
1.1045839770e+00 	 2.5525638813e-01
1.1052122955e+00 	 2.5525712665e-01
1.1058406141e+00 	 2.5525786736e-01
1.1064689326e+00 	 2.5525861025e-01
1.1070972511e+00 	 2.5525935533e-01
1.1077255697e+00 	 2.5526010261e-01
1.1083538882e+00 	 2.5526085210e-01
1.1089822067e+00 	 2.5526160381e-01
1.1096105252e+00 	 2.5526235774e-01
1.1102388438e+00 	 2.5526311390e-01
1.1108671623e+00 	 2.5526387229e-01
1.1114954808e+00 	 2.5526463293e-01
1.1121237994e+00 	 2.5526539581e-01
1.1127521179e+00 	 2.5526616096e-01
1.1133804364e+00 	 2.5526692837e-01
1.1140087550e+00 	 2.5526769805e-01
1.1146370735e+00 	 2.5526847002e-01
1.1152653920e+00 	 2.5526924427e-01
1.1158937106e+00 	 2.5527002082e-01
1.1165220291e+00 	 2.5527079966e-01
1.1171503476e+00 	 2.5527158082e-01
1.1177786661e+00 	 2.5527236430e-01
1.1184069847e+00 	 2.5527315010e-01
1.1190353032e+00 	 2.5527393823e-01
1.1196636217e+00 	 2.5527472870e-01
1.1202919403e+00 	 2.5527552152e-01
1.1209202588e+00 	 2.5527631670e-01
1.1215485773e+00 	 2.5527711424e-01
1.1221768959e+00 	 2.5527791414e-01
1.1228052144e+00 	 2.5527871643e-01
1.1234335329e+00 	 2.5527952110e-01
1.1240618515e+00 	 2.5528032817e-01
1.1246901700e+00 	 2.5528113763e-01
1.1253184885e+00 	 2.5528194951e-01
1.1259468070e+00 	 2.5528276380e-01
1.1265751256e+00 	 2.5528358052e-01
1.1272034441e+00 	 2.5528439967e-01
1.1278317626e+00 	 2.5528522126e-01
1.1284600812e+00 	 2.5528604530e-01
1.1290883997e+00 	 2.5528687179e-01
1.1297167182e+00 	 2.5528770075e-01
1.1303450368e+00 	 2.5528853219e-01
1.1309733553e+00 	 2.5528936610e-01
1.1316016738e+00 	 2.5529020250e-01
1.1322299924e+00 	 2.5529104140e-01
1.1328583109e+00 	 2.5529188280e-01
1.1334866294e+00 	 2.5529272671e-01
1.1341149479e+00 	 2.5529357315e-01
1.1347432665e+00 	 2.5529442212e-01
1.1353715850e+00 	 2.5529527362e-01
1.1359999035e+00 	 2.5529612767e-01
1.1366282221e+00 	 2.5529698427e-01
1.1372565406e+00 	 2.5529784344e-01
1.1378848591e+00 	 2.5529870517e-01
1.1385131777e+00 	 2.5529956949e-01
1.1391414962e+00 	 2.5530043639e-01
1.1397698147e+00 	 2.5530130589e-01
1.1403981333e+00 	 2.5530217799e-01
1.1410264518e+00 	 2.5530305270e-01
1.1416547703e+00 	 2.5530393004e-01
1.1422830888e+00 	 2.5530481001e-01
1.1429114074e+00 	 2.5530569261e-01
1.1435397259e+00 	 2.5530657787e-01
1.1441680444e+00 	 2.5530746577e-01
1.1447963630e+00 	 2.5530835635e-01
1.1454246815e+00 	 2.5530924959e-01
1.1460530000e+00 	 2.5531014552e-01
1.1466813186e+00 	 2.5531104413e-01
1.1473096371e+00 	 2.5531194545e-01
1.1479379556e+00 	 2.5531284948e-01
1.1485662742e+00 	 2.5531375622e-01
1.1491945927e+00 	 2.5531466568e-01
1.1498229112e+00 	 2.5531557789e-01
1.1504512297e+00 	 2.5531649283e-01
1.1510795483e+00 	 2.5531741053e-01
1.1517078668e+00 	 2.5531833099e-01
1.1523361853e+00 	 2.5531925422e-01
1.1529645039e+00 	 2.5532018023e-01
1.1535928224e+00 	 2.5532110903e-01
1.1542211409e+00 	 2.5532204062e-01
1.1548494595e+00 	 2.5532297502e-01
1.1554777780e+00 	 2.5532391224e-01
1.1561060965e+00 	 2.5532485229e-01
1.1567344151e+00 	 2.5532579516e-01
1.1573627336e+00 	 2.5532674089e-01
1.1579910521e+00 	 2.5532768946e-01
1.1586193706e+00 	 2.5532864090e-01
1.1592476892e+00 	 2.5532959521e-01
1.1598760077e+00 	 2.5533055240e-01
1.1605043262e+00 	 2.5533151248e-01
1.1611326448e+00 	 2.5533247546e-01
1.1617609633e+00 	 2.5533344134e-01
1.1623892818e+00 	 2.5533441015e-01
1.1630176004e+00 	 2.5533538189e-01
1.1636459189e+00 	 2.5533635656e-01
1.1642742374e+00 	 2.5533733418e-01
1.1649025560e+00 	 2.5533831476e-01
1.1655308745e+00 	 2.5533929831e-01
1.1661591930e+00 	 2.5534028483e-01
1.1667875115e+00 	 2.5534127433e-01
1.1674158301e+00 	 2.5534226684e-01
1.1680441486e+00 	 2.5534326235e-01
1.1686724671e+00 	 2.5534426087e-01
1.1693007857e+00 	 2.5534526242e-01
1.1699291042e+00 	 2.5534626701e-01
1.1705574227e+00 	 2.5534727463e-01
1.1711857413e+00 	 2.5534828532e-01
1.1718140598e+00 	 2.5534929907e-01
1.1724423783e+00 	 2.5535031589e-01
1.1730706969e+00 	 2.5535133580e-01
1.1736990154e+00 	 2.5535235881e-01
1.1743273339e+00 	 2.5535338492e-01
1.1749556524e+00 	 2.5535441414e-01
1.1755839710e+00 	 2.5535544649e-01
1.1762122895e+00 	 2.5535648198e-01
1.1768406080e+00 	 2.5535752061e-01
1.1774689266e+00 	 2.5535856240e-01
1.1780972451e+00 	 2.5535960736e-01
1.1787255636e+00 	 2.5536065549e-01
1.1793538822e+00 	 2.5536170680e-01
1.1799822007e+00 	 2.5536276132e-01
1.1806105192e+00 	 2.5536381904e-01
1.1812388377e+00 	 2.5536487999e-01
1.1818671563e+00 	 2.5536594416e-01
1.1824954748e+00 	 2.5536701157e-01
1.1831237933e+00 	 2.5536808223e-01
1.1837521119e+00 	 2.5536915615e-01
1.1843804304e+00 	 2.5537023334e-01
1.1850087489e+00 	 2.5537131382e-01
1.1856370675e+00 	 2.5537239758e-01
1.1862653860e+00 	 2.5537348465e-01
1.1868937045e+00 	 2.5537457504e-01
1.1875220231e+00 	 2.5537566874e-01
1.1881503416e+00 	 2.5537676579e-01
1.1887786601e+00 	 2.5537786618e-01
1.1894069786e+00 	 2.5537896993e-01
1.1900352972e+00 	 2.5538007704e-01
1.1906636157e+00 	 2.5538118754e-01
1.1912919342e+00 	 2.5538230142e-01
1.1919202528e+00 	 2.5538341871e-01
1.1925485713e+00 	 2.5538453941e-01
1.1931768898e+00 	 2.5538566353e-01
1.1938052084e+00 	 2.5538679108e-01
1.1944335269e+00 	 2.5538792209e-01
1.1950618454e+00 	 2.5538905655e-01
1.1956901640e+00 	 2.5539019447e-01
1.1963184825e+00 	 2.5539133588e-01
1.1969468010e+00 	 2.5539248078e-01
1.1975751195e+00 	 2.5539362917e-01
1.1982034381e+00 	 2.5539478109e-01
1.1988317566e+00 	 2.5539593652e-01
1.1994600751e+00 	 2.5539709550e-01
1.2000883937e+00 	 2.5539825802e-01
1.2007167122e+00 	 2.5539942410e-01
1.2013450307e+00 	 2.5540059375e-01
1.2019733493e+00 	 2.5540176698e-01
1.2026016678e+00 	 2.5540294380e-01
1.2032299863e+00 	 2.5540412424e-01
1.2038583049e+00 	 2.5540530828e-01
1.2044866234e+00 	 2.5540649596e-01
1.2051149419e+00 	 2.5540768728e-01
1.2057432604e+00 	 2.5540888225e-01
1.2063715790e+00 	 2.5541008088e-01
1.2069998975e+00 	 2.5541128319e-01
1.2076282160e+00 	 2.5541248919e-01
1.2082565346e+00 	 2.5541369889e-01
1.2088848531e+00 	 2.5541491230e-01
1.2095131716e+00 	 2.5541612943e-01
1.2101414902e+00 	 2.5541735030e-01
1.2107698087e+00 	 2.5541857492e-01
1.2113981272e+00 	 2.5541980329e-01
1.2120264458e+00 	 2.5542103544e-01
1.2126547643e+00 	 2.5542227138e-01
1.2132830828e+00 	 2.5542351110e-01
1.2139114013e+00 	 2.5542475464e-01
1.2145397199e+00 	 2.5542600200e-01
1.2151680384e+00 	 2.5542725319e-01
1.2157963569e+00 	 2.5542850823e-01
1.2164246755e+00 	 2.5542976712e-01
1.2170529940e+00 	 2.5543102989e-01
1.2176813125e+00 	 2.5543229653e-01
1.2183096311e+00 	 2.5543356707e-01
1.2189379496e+00 	 2.5543484152e-01
1.2195662681e+00 	 2.5543611989e-01
1.2201945867e+00 	 2.5543740220e-01
1.2208229052e+00 	 2.5543868844e-01
1.2214512237e+00 	 2.5543997865e-01
1.2220795422e+00 	 2.5544127282e-01
1.2227078608e+00 	 2.5544257098e-01
1.2233361793e+00 	 2.5544387314e-01
1.2239644978e+00 	 2.5544517930e-01
1.2245928164e+00 	 2.5544648949e-01
1.2252211349e+00 	 2.5544780371e-01
1.2258494534e+00 	 2.5544912197e-01
1.2264777720e+00 	 2.5545044430e-01
1.2271060905e+00 	 2.5545177070e-01
1.2277344090e+00 	 2.5545310119e-01
1.2283627276e+00 	 2.5545443577e-01
1.2289910461e+00 	 2.5545577447e-01
1.2296193646e+00 	 2.5545711729e-01
1.2302476831e+00 	 2.5545846426e-01
1.2308760017e+00 	 2.5545981537e-01
1.2315043202e+00 	 2.5546117065e-01
1.2321326387e+00 	 2.5546253010e-01
1.2327609573e+00 	 2.5546389375e-01
1.2333892758e+00 	 2.5546526160e-01
1.2340175943e+00 	 2.5546663367e-01
1.2346459129e+00 	 2.5546800997e-01
1.2352742314e+00 	 2.5546939052e-01
1.2359025499e+00 	 2.5547077532e-01
1.2365308685e+00 	 2.5547216440e-01
1.2371591870e+00 	 2.5547355776e-01
1.2377875055e+00 	 2.5547495541e-01
1.2384158240e+00 	 2.5547635738e-01
1.2390441426e+00 	 2.5547776368e-01
1.2396724611e+00 	 2.5547917431e-01
1.2403007796e+00 	 2.5548058930e-01
1.2409290982e+00 	 2.5548200866e-01
1.2415574167e+00 	 2.5548343239e-01
1.2421857352e+00 	 2.5548486052e-01
1.2428140538e+00 	 2.5548629306e-01
1.2434423723e+00 	 2.5548773002e-01
1.2440706908e+00 	 2.5548917141e-01
1.2446990094e+00 	 2.5549061725e-01
1.2453273279e+00 	 2.5549206756e-01
1.2459556464e+00 	 2.5549352234e-01
1.2465839649e+00 	 2.5549498162e-01
1.2472122835e+00 	 2.5549644540e-01
1.2478406020e+00 	 2.5549791370e-01
1.2484689205e+00 	 2.5549938653e-01
1.2490972391e+00 	 2.5550086391e-01
1.2497255576e+00 	 2.5550234585e-01
1.2503538761e+00 	 2.5550383237e-01
1.2509821947e+00 	 2.5550532348e-01
1.2516105132e+00 	 2.5550681919e-01
1.2522388317e+00 	 2.5550831952e-01
1.2528671503e+00 	 2.5550982449e-01
1.2534954688e+00 	 2.5551133410e-01
1.2541237873e+00 	 2.5551284837e-01
1.2547521058e+00 	 2.5551436732e-01
1.2553804244e+00 	 2.5551589095e-01
1.2560087429e+00 	 2.5551741930e-01
1.2566370614e+00 	 2.5551895236e-01
1.2572653800e+00 	 2.5552049016e-01
1.2578936985e+00 	 2.5552203270e-01
1.2585220170e+00 	 2.5552358001e-01
1.2591503356e+00 	 2.5552513209e-01
1.2597786541e+00 	 2.5552668897e-01
1.2604069726e+00 	 2.5552825065e-01
1.2610352912e+00 	 2.5552981715e-01
1.2616636097e+00 	 2.5553138850e-01
1.2622919282e+00 	 2.5553296469e-01
1.2629202467e+00 	 2.5553454574e-01
1.2635485653e+00 	 2.5553613168e-01
1.2641768838e+00 	 2.5553772251e-01
1.2648052023e+00 	 2.5553931826e-01
1.2654335209e+00 	 2.5554091892e-01
1.2660618394e+00 	 2.5554252453e-01
1.2666901579e+00 	 2.5554413509e-01
1.2673184765e+00 	 2.5554575062e-01
1.2679467950e+00 	 2.5554737114e-01
1.2685751135e+00 	 2.5554899666e-01
1.2692034321e+00 	 2.5555062719e-01
1.2698317506e+00 	 2.5555226275e-01
1.2704600691e+00 	 2.5555390335e-01
1.2710883876e+00 	 2.5555554902e-01
1.2717167062e+00 	 2.5555719976e-01
1.2723450247e+00 	 2.5555885559e-01
1.2729733432e+00 	 2.5556051653e-01
1.2736016618e+00 	 2.5556218258e-01
1.2742299803e+00 	 2.5556385378e-01
1.2748582988e+00 	 2.5556553012e-01
1.2754866174e+00 	 2.5556721163e-01
1.2761149359e+00 	 2.5556889832e-01
1.2767432544e+00 	 2.5557059021e-01
1.2773715729e+00 	 2.5557228731e-01
1.2779998915e+00 	 2.5557398964e-01
1.2786282100e+00 	 2.5557569721e-01
1.2792565285e+00 	 2.5557741005e-01
1.2798848471e+00 	 2.5557912815e-01
1.2805131656e+00 	 2.5558085154e-01
1.2811414841e+00 	 2.5558258024e-01
1.2817698027e+00 	 2.5558431426e-01
1.2823981212e+00 	 2.5558605362e-01
1.2830264397e+00 	 2.5558779832e-01
1.2836547583e+00 	 2.5558954840e-01
1.2842830768e+00 	 2.5559130385e-01
1.2849113953e+00 	 2.5559306471e-01
1.2855397138e+00 	 2.5559483098e-01
1.2861680324e+00 	 2.5559660267e-01
1.2867963509e+00 	 2.5559837981e-01
1.2874246694e+00 	 2.5560016242e-01
1.2880529880e+00 	 2.5560195050e-01
1.2886813065e+00 	 2.5560374407e-01
1.2893096250e+00 	 2.5560554314e-01
1.2899379436e+00 	 2.5560734774e-01
1.2905662621e+00 	 2.5560915788e-01
1.2911945806e+00 	 2.5561097358e-01
1.2918228992e+00 	 2.5561279485e-01
1.2924512177e+00 	 2.5561462170e-01
1.2930795362e+00 	 2.5561645415e-01
1.2937078547e+00 	 2.5561829222e-01
1.2943361733e+00 	 2.5562013593e-01
1.2949644918e+00 	 2.5562198528e-01
1.2955928103e+00 	 2.5562384030e-01
1.2962211289e+00 	 2.5562570100e-01
1.2968494474e+00 	 2.5562756740e-01
1.2974777659e+00 	 2.5562943951e-01
1.2981060845e+00 	 2.5563131735e-01
1.2987344030e+00 	 2.5563320093e-01
1.2993627215e+00 	 2.5563509027e-01
1.2999910401e+00 	 2.5563698539e-01
1.3006193586e+00 	 2.5563888630e-01
1.3012476771e+00 	 2.5564079302e-01
1.3018759956e+00 	 2.5564270556e-01
1.3025043142e+00 	 2.5564462394e-01
1.3031326327e+00 	 2.5564654818e-01
1.3037609512e+00 	 2.5564847829e-01
1.3043892698e+00 	 2.5565041429e-01
1.3050175883e+00 	 2.5565235619e-01
1.3056459068e+00 	 2.5565430400e-01
1.3062742254e+00 	 2.5565625776e-01
1.3069025439e+00 	 2.5565821746e-01
1.3075308624e+00 	 2.5566018313e-01
